機構代碼,機構名稱,電話,縣市區名,地址,科別,Response_Address,Response_X,Response_Y
1101020018,國泰醫療財團法人國泰綜合醫院,0227082121,臺北市大安區,臺北市大安區仁愛路四段266巷6號，280號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,",臺北市大安區敦煌里17鄰仁愛路四段266巷6號,121.552801,25.037178
1101020027,中心診所醫療財團法人中心綜合醫院,0227510221,臺北市大安區,臺北市大安區忠孝東路四段７７號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,牙醫一般科,",臺北市大安區光武里2鄰忠孝東路四段77號,121.54733,25.041865
1101020036,宏恩醫療財團法人宏恩綜合醫院,0227713161,臺北市大安區,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,復健科,麻醉科,放射診斷科,職業醫學科,牙醫一般科,",臺北市大安區仁愛里17鄰仁愛路四段71巷1號,121.547028,25.038495
1101100011,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,0225433535,臺北市中山區,臺北市中山區中山北路二段９２號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",臺北市中山區集英里7鄰中山北路二段92號,121.522558,25.058883
1101100020,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,02-25433535,臺北市中山區,臺北市中山區中山北路2段92號,"外科,兒科,婦產科,骨科,神經外科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,牙醫一般科,",臺北市中山區集英里7鄰中山北路二段92號,121.522558,25.058883
1101110026,康寧醫療財團法人康寧醫院,26345500,臺北市內湖區,臺北市內湖區成功路五段４２０巷２６號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,",臺北市內湖區金湖里12鄰成功路五段420巷26號,121.608779,25.075952
1101150011,新光醫療財團法人新光吳火獅紀念醫院,0228332211,臺北市士林區,臺北市士林區文昌路95號及士商路51號、51號2樓、51號3樓、51號4樓、51號5樓、51號6樓、51號7樓、53號、55號、57號、臺北市士林區基河路252號1樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",臺北市士林區福佳里20鄰文昌路95號,121.520289,25.09624
1101160017,振興醫療財團法人振興醫院,0228264400,臺北市北投區,臺北市北投區振興街４５號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,中醫一般科,",臺北市北投區榮華里2鄰振興街45號,121.5224,25.117543
1101160026,醫療財團法人辜公亮基金會和信治癌中心醫院,02-28970011,臺北市北投區,臺北市北投區立德路１２５號,"內科,外科,兒科,婦產科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,整形外科,西醫一般科,牙醫一般科,",臺北市北投區一德里15鄰立德路125號,121.47201,25.12834
1102110011,高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),07 8036783,高雄市小港區,高雄市小港區山明里山明路482號B1-10樓、宏光街289號B3-10樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,職業醫學科,牙醫一般科,",高雄市小港區山明里20鄰山明路482號,120.363369,22.567467
1103280012,醫療財團法人正德癌症醫療基金會佛教正德醫院,04-37026588,臺中市南屯區,臺中市南屯區文心南五路三段100號,"家庭醫學科,內科,外科,復健科,放射診斷科,中醫一般科,",臺中市南屯區永定里7鄰文心南五路三段100號,120.630926,24.143208
1105040016,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,06-5702228,臺南市麻豆區,臺南市麻豆區麻佳路一段207號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",臺南市麻豆區埤頭里11鄰麻佳路一段207號,120.233033,23.179874
1105050012,奇美醫療財團法人佳里奇美醫院,06-7263333,臺南市佳里區,臺南市佳里區佳興里佳里興606號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,眼科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,職業醫學科,牙醫一般科,",臺南市佳里區佳興里6鄰佳里興606號,120.183662,23.181698
1107120017,義大醫療財團法人義大癌治療醫院,07-6150022,高雄市燕巢區,高雄市燕巢區角宿里義大路21號B2-10F,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",高雄市燕巢區角宿里20鄰義大路21號,120.365844,22.765915
1107320017,義大醫療財團法人義大大昌醫院,5599123,高雄市三民區,高雄市三民區大昌一路305號地下3樓至地上10樓、307號地上1樓、309號地下1樓至地上3樓、309號地上6樓至地上10樓及311號地下1樓至地上1樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",高雄市三民區灣子里17鄰大昌一路305號,120.319936,22.657575
1107350015,天主教聖功醫療財團法人聖功醫院,07 2238153,高雄市苓雅區,高雄市苓雅區建國一路352號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,中醫一般科,",高雄市苓雅區民主里3鄰建國一路352號,120.323927,22.633118
1111060015,長庚醫療財團法人基隆長庚紀念醫院,02-24313131,基隆市安樂區,基隆市安樂區麥金路222號(行政院區麥金路201號),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",基隆市安樂區鶯歌里1鄰麥金路222號,121.722367,25.120882
1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,03-6119595,新竹市東區,新竹市東區光復里光復路二段690號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,",新竹市東區光復里10鄰光復路二段690號,120.990781,24.800087
1112010528,國泰醫療財團法人新竹國泰綜合醫院,03-5278999,新竹市東區,新竹市東區福德里中華路二段六七八號及六七八號之一,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,牙醫一般科,",新竹市東區福德里7鄰中華路二段678之1號,120.964932,24.798739
1112010537,新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),03-5719999,新竹市東區,新竹市東區建功里建功二路28號,"外科,兒科,婦產科,骨科,神經外科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,",新竹市東區建功里3鄰建功二路28號,121.002927,24.797159
1117010019,仁愛醫療財團法人台中仁愛醫院,04 22255450,臺中市中區,臺中市中區柳川里柳川東路三段三十六號,"家庭醫學科,內科,外科,骨科,復健科,放射診斷科,",臺中市中區柳川里8鄰柳川東路三段36號,120.677941,24.143363
1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,06-2748316,臺南市東區,臺南市東區東門路1段57號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",臺南市東區東門里6鄰東門路一段57號,120.212807,22.989158
1122010012,戴德森醫療財團法人嘉義基督教醫院,05 2765041,嘉義市東區,嘉義市東區中庄里忠孝路539號；東區後湖里保建街100號；東區頂庄里忠孝路642號；中庄里忠孝路539-3號；中庄里忠孝路539-1號3~7樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",嘉義市東區中庄里14鄰忠孝路539號,120.45005,23.4994
1122010021,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,05 2756000,嘉義市東區,嘉義市東區短竹里大雅路二段565號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,職業醫學科,牙醫一般科,中醫一般科,",嘉義市東區短竹里11鄰大雅路二段625號,120.46629,23.476849
1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,(02)  89667000,新北市板橋區,新北市板橋區南雅南路二段21號及高爾富路300號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",新北市板橋區華東里8鄰南雅南路二段21號,121.452312,24.997312
1131050515,佛教慈濟醫療財團法人台北慈濟醫院,(02)66289779,新北市新店區,新北市新店區建國路277號地上1、3、4樓及289號地下1至3樓至地上1至15樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",新北市新店區復興里13鄰建國路277號,121.535615,24.984128
1131090019,行天宮醫療志業醫療財團法人恩主公醫院,(02)26723456,新北市三峽區,新北市三峽區復興路399號、中山路198、258號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",新北市三峽區鳶山里13鄰復興路399號,121.363007,24.938385
1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,02 8094661,新北市淡水區,新北市淡水區民生路四十五號、民權路47號B1~11樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",新北市淡水區民生里19鄰民生路45號,121.460499,25.139534
1131110516,國泰醫療財團法人汐止國泰綜合醫院,26482121,新北市汐止區,新北市汐止區建成路59巷2號地下4樓至地上12樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,",新北市汐止區城中里28鄰建成路59巷2號,121.661084,25.072872
1131130018,新北市立土城醫院(委託長庚醫療財團法人興建經營),0222630588,新北市土城區,新北市土城區金城路二段6號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",新北市土城區埤塘里3鄰金城路二段6號,121.44873,24.976437
1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,(03)3613141,桃園市桃園區,桃園市桃園區建新街123號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,核子醫學科,急診醫學科,職業醫學科,牙醫一般科,",桃園市桃園區福安里19鄰建新街123號,121.312507,24.982115
1132070011,長庚醫療財團法人林口長庚紀念醫院,03 3281200,桃園市龜山區,桃園市龜山區公西里復興街5號、5之7號及文化一路15號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",桃園市龜山區公西里10鄰復興街5號,121.367317,25.061318
1132071036,長庚醫療財團法人桃園長庚紀念醫院,03-3196200,桃園市龜山區,桃園市龜山區舊路里頂湖路123號、123之1號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",桃園市龜山區舊路里10鄰頂湖路123號,121.366947,25.029312
1133060019,天主教仁慈醫療財團法人仁慈醫院,03 5993500,新竹縣湖口鄉,新竹縣湖口鄉忠孝路２９號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,泌尿科,眼科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,",新竹縣湖口鄉孝勢村15鄰忠孝路29號,121.045458,24.900558
1134010022,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,039355366,宜蘭縣宜蘭市,宜蘭縣宜蘭市中山路二段260號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,麻醉科,放射診斷科,急診醫學科,",宜蘭縣宜蘭市神農里11鄰中山路二段260號,121.754437,24.74874
1134020019,醫療財團法人羅許基金會羅東博愛醫院,03-9543131,宜蘭縣羅東鎮,宜蘭縣羅東鎮南昌街81、83號站前南路61、63號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,",宜蘭縣羅東鎮南昌里7鄰南昌街99號,121.77041,24.672367
1134020028,天主教靈醫會醫療財團法人羅東聖母醫院,03-9544106,宜蘭縣羅東鎮,宜蘭縣羅東鎮中正南路160號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,",宜蘭縣羅東鎮南昌里6鄰中正南路160號,121.770714,24.671434
1134050026,天主教靈醫會醫療財團法人礁溪杏和醫院,03-9886996,宜蘭縣礁溪鄉,宜蘭縣礁溪鄉礁溪路四段129號,"家庭醫學科,內科,外科,骨科,眼科,復健科,",宜蘭縣礁溪鄉大忠村7鄰礁溪路四段129號,121.769144,24.820582
1134070019,宜蘭員山醫療財團法人宜蘭員山醫院,03-9220292,宜蘭縣員山鄉,宜蘭縣員山鄉深溝村尚深路91號,"內科,精神科,復健科,中醫一般科,",宜蘭縣員山鄉深溝村3鄰尚深路91號,121.721579,24.721464
1135050020,為恭醫療財團法人為恭紀念醫院,037-676811,苗栗縣頭份市,苗栗縣頭份市信義路128號(信義院區: 信義路128號及仁愛路125號5樓、仁愛院區:仁愛路116號、東興院區:水源路417巷11號及13號),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,牙醫一般科,中醫一般科,",苗栗縣頭份市中興里12鄰信義路306巷11號,120.899001,24.694161
1135130014,佛教慈濟醫療財團法人三義慈濟中醫醫院,037-558666,苗栗縣三義鄉,苗栗縣三義鄉廣盛村16鄰八股路24之9號,"內科,眼科,復健科,中醫一般科,",苗栗縣三義鄉廣盛村16鄰八股路24之9號,120.764276,24.403479
1136090519,佛教慈濟醫療財團法人台中慈濟醫院,04-36060666,臺中市潭子區,臺中市潭子區豐興路一段66、88號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",臺中市潭子區聚興里17鄰豐興路一段595號,120.722397,24.204014
1136200015,仁愛醫療財團法人大里仁愛醫院,04-24819900,臺中市大里區,臺中市大里區東榮路４８３號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,中醫一般科,",臺中市大里區國光里2鄰東榮路483號,120.680434,24.109261
1137010024,彰化基督教醫療財團法人彰化基督教醫院,04-7238595,彰化縣彰化市,彰化縣彰化市南校街135號、中華路176號、旭光路235、旭光路320號(地下2樓至地下5樓、地上12樓至地上14樓),"家庭醫學科,內科,外科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",彰化縣彰化市光南里15鄰南校街135號,120.544461,24.07149
1137010042,彰化基督教醫療財團法人彰化基督教兒童醫院,04-7238595,彰化縣彰化市,彰化縣彰化市光南里13鄰旭光路320號(地下1樓至地上11樓),"外科,兒科,骨科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,牙醫一般科,",彰化縣彰化市光南里13鄰旭光路320號,120.543539,24.071173
1137010051,彰化基督教醫療財團法人漢銘基督教醫院,04-7113456,彰化縣彰化市,彰化縣彰化市南興里中山路一段３６６號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,眼科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,中醫一般科,",彰化縣彰化市南興里3鄰中山路一段366號,120.535784,24.061299
1137020511,秀傳醫療財團法人彰濱秀傳紀念醫院,04-7813888,彰化縣鹿港鎮,彰化縣鹿港鎮鹿工路6號、6-2號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,",彰化縣鹿港鎮海埔里18鄰鹿工路6號,120.41112,24.078274
1137020520,彰化基督教醫療財團法人鹿港基督教醫院,04-7779595,彰化縣鹿港鎮,彰化縣鹿港鎮中正路480號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,急診醫學科,牙醫一般科,中醫一般科,",彰化縣鹿港鎮永安里12鄰中正路480號,120.438211,24.060379
1137050019,彰化基督教醫療財團法人員林基督教醫院,04-8381456,彰化縣員林市,彰化縣員林市南平里莒光路456號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,",彰化縣員林市南平里28鄰莒光路456號,120.566953,23.96275
1137080017,彰化基督教醫療財團法人二林基督教醫院,048960128,彰化縣二林鎮,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,眼科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,中醫一般科,",彰化縣二林鎮南光里3鄰大成路一段299巷25號,120.368917,23.896939
1138010019,彰化基督教醫療財團法人南投基督教醫院,049-2225535,南投縣南投市,南投縣南投市中興路870號,"家庭醫學科,內科,外科,骨科,神經科,泌尿科,眼科,復健科,麻醉科,放射診斷科,急診醫學科,中醫一般科,",南投縣南投市嘉和里7鄰中興路870號,120.683868,23.898831
1138020015,埔基醫療財團法人埔里基督教醫院,049-2912151,南投縣埔里鎮,南投縣埔里鎮鐵山路一號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,",南投縣埔里鎮愛蘭里1鄰鐵山路1號,120.946799,23.970928
1139010013,佛教慈濟醫療財團法人斗六慈濟醫院,05-5372000,雲林縣斗六市,雲林縣斗六市雲林路二段248號,"家庭醫學科,內科,外科,骨科,復健科,放射診斷科,中醫一般科,",雲林縣斗六市鎮西里24鄰雲林路二段248號,120.529957,23.702283
1139020019,天主教中華道明修女會醫療財團法人天主教福安醫院,05-5952688,雲林縣斗南鎮,雲林縣斗南鎮北銘里文昌路110號,"內科,骨科,泌尿科,",雲林縣斗南鎮北銘里15鄰文昌路110號,120.482089,23.678774
1139030015,天主教若瑟醫療財團法人若瑟醫院,05 6337333,雲林縣虎尾鎮,雲林縣虎尾鎮新生路74號(民權路2號),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,眼科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,職業醫學科,牙醫一般科,中醫一般科,",雲林縣虎尾鎮新興里16鄰新生路74號,120.437886,23.708214
